timestamp,username,likes,caption,comments,url
2026-02-15T09:18:25.000Z,ameliorer_mitaka_kokubunji,12,"大人気⭐️⭐️⭐️即完売のセルライト用サプリ💎
「ダイエットしてるのに、なんかスッキリしない…」
それ、脂肪じゃなくて“余分な水分と老廃物”かもしれません。

✔ むくみやすい
✔ 夕方脚がパンパン
✔ セルライトが気になる

そんな方におすすめなのが
ビーマックス ジンジャーエミゼリー🫚✨

余分な水分や老廃物にアプローチして、
内側からスッキリ巡りケア。
🍀セルライトケアの土台づくりに◎🍀

しかも美味しい＆持ち運び便利だから
続けやすいのも嬉しいポイント♡

疲れにくさにも活躍してくれますので、
是非試飲してみて下さい🤍

#三鷹エステ
#むくみケア 
#ダイエットサポート 
#痩身サロン
#セルライトケア",0,https://www.instagram.com/p/DUxe76vEUOF/
2025-07-13T10:59:46.000Z,hinach_workout,-1,"自分との約束を守ると
人は自分に自信がつく。
メイクも表情も変わる。
自分が幸せだなと思える選択肢を選べるようになる。
自分を大切にできるようになる。
そして人を大切にできるようになる。",362,https://www.instagram.com/p/DMC5zK4T8CB/
2026-05-29T04:17:39.000Z,saloncle_,27,".
いつもCLEをご愛顧いただきありがとうございます✨

このたび、使用商材の価格高騰ならびに、
より良い施術と空間をご提供し続けるため、
2026年7月1日よりメニュー価格を改定させていただくこととなりました。

 
CLEでは、オーナー西村が厳選した商材と技術を用い、
結果はもちろん、心からリラックスできる時間をお届けしたいと考えております。

お越しいただくお時間が、日常を少し忘れ、
自分自身を大切にする時間となるよう、
空間づくりから施術まで、一つひとつにこだわりを込めています🌿
 
　

【 2026.7.1〜 】

⚪︎ ANNON.face wax ¥15,000

⚪︎ CHRISTINA treatment
  UNSTRESS / ILLUSTRIOUS各 ¥15,000

⚪︎ LHA LA PEEL ¥15,000

⚪︎ Reluxアロマ マッサージ ¥22,000
（フットコースから全身コースへアップデートいたします）

その日のお肌状態やお悩みに合わせて、
最適な施術をご提案させていただきます。

いつも大切なお肌を任せてくださる皆さまへ、
心より感謝申し上げます。

これからも、お一人おひとりに寄り添いながら、
お肌だけでなく心まで満たされるような時間をお届けできるよう努めてまいります😌🤍
 

【 日頃よりご来店いただいているお客様へ 】

感謝の気持ちを込めて、ご優待をご用意しております🌸

・2ヶ月以内の再来店　¥1,000 off
・ホームケアご購入　¥2,000 off

今後ともCLE beautysalonをよろしくお願いいたします🙇🏻‍♀️✨",0,https://www.instagram.com/p/DY6IP32PWDC/
2026-05-07T10:09:26.000Z,saloncle_,32,".
CLE beauty salon MENU 🗒️

【 annon.facewax🍵 】

純国産“ANNON.”を使用したフェイスワックス。

日本人のデリケートなお肌にも負担が少なく、
施術後の赤みが出にくいのが特徴です。
お顔の産毛・古い角質・不要な菌を取り除き、
ターンオーバーを整えながら肌質改善へ導きます。

スキンケアの浸透力を高め、透明感のあるなめらかな肌へ。

産毛を取り除くことで
メイクノリ・密着力もUPし、崩れにくいお肌に◎

🌿 full facewax ＋ ポールシェリーマッサージ
　　　　　　　　 （頭・首肩・デコルテ・肩甲骨）

⏰ 90〜120min / ¥12,000

option 🫧
▫︎ 高濃度ビタミンCピーリング　＋¥6,000
▫︎ ポールシェリー フットマッサージ　＋¥6,000
▫︎ リラックス腸もみマッサージ +¥6,000

　┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈
　
【 CHRISTINA 🥼UNSTRESS / ILLUSTRIOUS 】

肌状態やお悩みに合わせて
CHRISTINAシリーズを使用した肌質改善トリートメント。

乾燥・赤み・ゆらぎ・くすみ・毛穴など、
その時のお肌に必要なケアを行います。

UNSTRESSは、
ストレスによって敏感になったお肌をやさしく整え、
水分バランスを保ちながら健やかな肌へ。

ILLUSTRIOUSは、
くすみや色ムラへアプローチし、
透明感のある明るい印象のお肌へ導きます。

肌負担を抑えながら、
内側からツヤのある柔らかな肌へ。

施術後は、キメの整ったなめらかなお肌と
自然な艶感をご実感いただけます◎

🌿 クリスティーナトリートメント＋
 ポールシェリーマッサージ（頭・首肩・デコルテ・肩甲骨）

⏰ 90〜120min / ¥12,000

option 🫧
▫︎ リラックス腸もみマッサージ +¥6,000
▫︎ ポールシェリー フットマッサージ　＋¥6,000
　
　┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈

【 LHALALA peel🍊 】

肌を満たしながら育てる
次世代ピーリング “ララピール”。

従来の剥離するピーリングとは異なり、
お肌を傷つけずに不要な角質へアプローチし、
内側からハリ・ツヤのある水光肌へ導きます。

LHA成分が肌を穏やかに整え、
毛穴・ざらつき・くすみ・ニキビ跡など
幅広いお悩みに効果的です。

ダウンタイムなく、
敏感肌の方にも受けていただきやすい施術です。

回数を重ねることで、
キメ・透明感・弾力のある艶肌へ導きます◎

🌿 LHALA peel ＋ ポールシェリーマッサージ
　　　　　　　　　（頭・首肩・デコルテ・肩甲骨）

⏰ 90〜120min / ¥12,000

option 🫧
▫︎ リラックス腸もみマッサージ +¥6,000
▫︎ ポールシェリー フットマッサージ　＋¥6,000
　
　┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈

【  Paul Scerri treatment🪻 】

植物の力とハンドテクニックで
心と身体を深く整えるPaul Scerriマッサージ。

頭・首肩・デコルテ・脚全体まで、
滞ったリンパや筋肉を丁寧にほぐしながら
全身の巡りを整えていきます。

疲れやむくみを和らげ、
自律神経のバランスを整えながら深いrelaxationへ。

オールハンドで流すことで、
身体だけでなく心まで軽くなるような
心地よい時間をお過ごしいただけます。

施術後は、
身体の軽さ・すっきり感・巡りの良さを実感◎

日々の疲れを癒したい方、
冷え・むくみ・肩こりが気になる方にもおすすめです。

🌿 ポールシェリーマッサージ
  施術範囲 / 頭・首肩・デコルテ・肩甲骨・脚全体

⏰ 90〜120min / ¥12,000

option 🫧
▫︎ リラックス腸もみマッサージ +¥6,000

┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈

-𝘊𝘓𝘌 𝘣𝘦𝘢𝘶𝘵𝘺𝘴𝘢𝘭𝘰𝘯-

【 福井サロン 】 ベル前駅から車で2分
【 東京・広尾サロン 】 広尾駅徒歩7分／恵比寿駅徒歩9分

詳しい住所はご予約時にお伝え致します。
1室のプライベートエステサロンです🛋️

【ご予約方法】
プロフィール @saloncle_  から
東京広尾サロン @saloncle_hiroo 
LINEお友達追加→メッセージのフォームに沿ってご連絡ください。

【お支払い方法】都度払い制
現金/PayPay/クレジットカード(タッチ決済)

【 営業時間 】
10:00～20:00 不定休
空き状況や営業日についても、LINEにてご確認いただけます。

┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈

#アノンワックス
#フェイスワックス
#リジュゲルマスク
#福井エステ
#恵比寿エステ",0,https://www.instagram.com/p/DYCJebemuuj/
2026-06-07T02:37:33.000Z,hiitmefit,137,"“リセット、調整、癒し”✨

10年目の今回はカラダを調整するチャレンジです💫

【３つのアプローチ】
① ウォームアップ10分(５本)
② スロートレーニング1２分(５本)
③ アフターバーン(運動後に脂肪燃焼)

ウォーミングアップでこの動画のようなダイナミックストレッチを行います。そして４５秒間ずつのスローなトレーニングで優しく筋肉にアプローチをかけていきます。

＋【プラス４つのサポート】
① 毎週土曜日LIVE workout ( 30分 )
② Move with (公開マンツーマンレッスン)
③ メンバーワークアウト(朝活、夜活)
④ 限定１名完全プライベートの個人レッスン

チャレンジ期間中は毎週土曜日9:30-10:00の３０分間LIVEワークアウトを行なっていきます。平日に出来なかった方もこの週末だけのレッスンでもかなり効果を期待できると思います👍🔥❤️

参加方法はプロフィールにあるリンクから🐈💕

#40代
#健康
#エクササイズ",1,https://www.instagram.com/p/DZRJnyGyqaE/
2026-06-02T02:50:14.000Z,hiitmefit,160,"鍛えるではなく、整える。

無理な運動ではな心地よく動ける体へ。

痩せるよりも疲れにくく、体重よりもライン。

30代から40代、40代から50代、

調整することで癒される✨",1,https://www.instagram.com/p/DZET57FyeIR/
2026-06-03T23:05:41.000Z,hiitmefit,292,"おへその周りだけ⁉️頑固な脂肪が落ちない💦

大丈夫！これやってみて❣️

①足を大きくひらいて腰を下ろす
②片手を開きながら爪先を立てる
*お尻を後ろに突き出し伸びたお腹を上に持ち上げる

#お腹痩せ 
#エクササイズ",1,https://www.instagram.com/p/DZJDNVvy46F/
2026-03-03T11:22:09.000Z,saloncle_,53,".
乾燥・ザラつき知らずのウルぷる肌へ🫧
　

“UNSTRESS”の乳酸菌ピーリングは
シリーズの中でもリピート率No.1。
リラックス効果も高く、肌と心も整うトリートメント🌸
　

紫外線、花粉、乾燥などの
外的ストレスによるダメージから肌を守り、
乱れがちなバリア機能をサポート。
ゆらぎにくい、安定した肌に✨

　
ダウンタイムや痛みがほとんどないため、
ピーリングが初めての方にもおすすめです☺️

　
┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈

-𝘣𝘦𝘢𝘶𝘵𝘺𝘴𝘢𝘭𝘰𝘯 𝘊𝘓𝘌-

【 福井サロン 】 ベル前駅から車で2分
【 東京・広尾サロン 】 広尾駅徒歩7分／恵比寿駅徒歩9分

詳しい住所はご予約時にお伝え致します。
1室のプライベートエステサロンです🛋️

【ご予約方法】
プロフィール @saloncle_  から
東京広尾サロン @saloncle_hiroo 
LINEお友達追加→メッセージのフォームに沿ってご連絡ください。

【お支払い方法】都度払い制
現金/PayPay/クレジットカード(タッチ決済)

【 営業時間 】
10:00～20:00 不定休
空き状況や営業日はLINEにございます。

┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈

#クリスティーナ
#アンストレス
#福井エステ",0,https://www.instagram.com/p/DVa57Ruj1La/
2025-07-19T09:18:47.000Z,saori_yoga_,65,"【3日連続投稿の2日目】プロフィール
⁡
⁡
「信頼と愛をもって、
人の可能性を引き出すお手伝いをする
のがティーチャーだよ」
⁡
⁡
そう、
今は亡き恩師が教えてくれた。
⁡
⁡
けれど同時の私は、
見様見真似で精一杯💦
⁡
⁡
そこから、
自分と向き合い
深〜いところにアクセスし
⁡
⁡
変容していくプロセスが
少しずつ
自信に繋がっていった。
⁡
⁡
そんなプロセスがあるからこそ
教えること、お伝えすることが
楽しくて仕方ないのかもしれません。
⁡
⁡
あなたはどうですか？
⁡
⁡
⁡
@saori_yoga_
🍀公式LINE登録して
次回募集までお待ちください。
⁡
⁡
#パーソナルヨガ#柔軟#後屈#オンラインパーソナル#ヨガインストラクター#ヨガ講師#後屈ポーズ#ヨガ#ヨガ指導者",0,https://www.instagram.com/p/DMSLj6BTg37/
2025-07-18T09:00:00.000Z,saori_yoga_,57,"【3日間連続投稿の1日目】

10年前の私は
ヨガ講師として自分には何もない
と感じてた。
⁡
⁡
沢山資格もとったし、
1日に4本のレッスン、
試行錯誤の毎日。
⁡
⁡
⁡
けれど、実際は疲れ果てた身体、
いくら資格をとっても
活かせない。
⁡
⁡
⁡
そんな私が
💫「美芯ヨガ」で自信を持って
お伝えできるようになった。
⁡
⁡
⁡
もし今、
同じように悩んでいるのなら
💫「美芯ヨガ」を通して
一歩、踏み出しませんか？

⁡
@saori_yoga_
🍀公式LINE登録して
次回募集までお待ちください。
⁡

#パーソナルヨガ#柔軟#後屈#オンラインパーソナル#ヨガインストラクター#ヨガ講師#後屈ポーズ#ヨガ#ヨガ指導者",0,https://www.instagram.com/p/DMPkuEkTcVa/
2025-07-20T09:00:00.000Z,saori_yoga_,48,"【3日連続投稿の3日目】講座生の変化
⁡
⭐️「ヨガ講師です！」と
自信あるポーズがとれるようになった！
⁡
⁡
⭐️体感し伝えられる力がつき、
レッスンスキル向上＆お客様評価がアップ⤴️
⁡
⁡
⭐️後屈時の腰痛が解消され、
ヨガ講師として自信が持てるようになった！
⁡
⁡
⭐️「継続は力なり」で成長！
そして、寺ヨガ講師として新たな道が開けた！
⁡
⁡
⭐️「やればできる！変われる!」と
マインドも変わり心が強くなった！
⁡
⁡
一緒に自己成長を楽しんでいきましょう❣️
⁡
⁡
@saori_yoga_
🍀公式LINE登録して
次回募集までお待ちください。
⁡
⁡
#パーソナルヨガ#柔軟#後屈#オンラインパーソナル#ヨガインストラクター#ヨガ講師#後屈ポーズ#ヨガ#ヨガ指導者",2,https://www.instagram.com/p/DMUuT2pT1-W/
2026-01-03T02:38:21.000Z,yuna_kirei,8866,"今年は30歳になります✨
さらに内側からの健康美を目指したいです😌🙌

去年はインナービューティの大切さを
身をもって体感することができ、

食事、運動、睡眠を整えたことで
より一層垢抜けられたと思います🥹✨

インナービューティで感じた効果は、
特にこの2つ！！

・肌が綺麗になる
（特にトーンとツヤと透明感✨）

・浮腫みが無くなる
（体重変わらないのに身体も顔も
2〜3kg痩せたくらいスッキリして、
目鼻立ちもくっきりするから垢抜ける）

美しさは外側だけじゃなく、
内側から整えることが本当に大切だと
気付かされました🥹✨

#垢抜け #自分磨き #美容医療",115,https://www.instagram.com/p/DTCCnKnD1Hk/
2025-05-09T11:10:09.000Z,im.aim.official,278,"iM 2025 EXHIBITION & YOGA EVENT “Follow your inner moon light 🌕” 

初のiM新作EXHIBITIONと
ディレクターtsuki / ゲスト講師sakiによるヨガ・ピラティスイベントへご参加頂いた皆様、本当にありがとうございました✨

身体を動かしたり、セルフケアできたあとは
必ず心も変わり、そこから小さい選択や習慣が変わり、
いずれ人生が変わっていく💫

だからこそ忙しい日々の中でも、ほんの少しマットの上で
一人一人、内側の声を聞く
「じぶんのための時間」を過ごして欲しい。

今日のヨガやピラティスの先に、カラダやこころを変えるきっかけを見つけて欲しい✨ 

そんな想いでクラスを行いました🧘‍♀️

終わった後皆さんの笑顔が本当に素敵で、来てくれた全ての人たちからパワーを受け取った幸せな1日でした💐

「ウェア可愛いとモチベがあがる」
「またヨガとピラティス続けたい！」
「またイベント開催して欲しい！」など
嬉しいお声も頂き、またみなさんと繋がれる機会を
増やしていく予定です🙏🌸
次回のイベントお知らせは　@im.aim.official で発信していくのでフォローしておいて下さいね🕊️

最後に、ゲスト講師としてイベントを一丸となって盛り上げてくれた
@sakiyoga1206 

素敵な空間を一緒につくってくださった
@myroa_wellness 
@weleda_japan 
@drbronner.japan 

美味しいグルテンフリーのカヌレを提供してくれた
@otonakasara 

洗練された音で会場を盛り上げてくれた
@ryo_futojima 

本当にありがとうございました✨
イベントでもご紹介しましたがぜひこちらもチェックして下さいね☺️

wear @im.aim.official 
yoga mat @myroa_wellness 
gifts @weleda_japan / @drbronner.japan 

pilates @sakiyoga1206 
sweets @otonakasara 
DJ @ryo_futojima 

Special thanks : 
@maiko0409
@todorokikeikoku_shokudo 
.
.

#yogawear #activewear #iM #yoga #pilates #pilatesprincess #ヨガウェア #ピラティスウェア #サスティナブルファッション #ヨガ #ピラティス  #ヨガイベント #コミュニティ #展示会 #popup #ピラティスイベント 
#yogaevent #ワークアウト #요가 #요가복 #エシカル #フィットネスウェア",5,https://www.instagram.com/p/DJbjbnLTXWL/
2026-01-17T11:52:47.000Z,tsukiyoga,707,"【出版のご報告】フォロワーの皆様へ
いつも温かい応援、コメントやDM、クラスやイベントでも
お話ししてくださり本当にありがとうございます！

今まで関わって下さった全ての皆様のおかげで、
初の書籍　『くびれヨガ』(ダイヤモンド社) 
を出版することになりました✨🙏

————————————

発売日 : 2月18日(水) 📚
⇨🔗プロフィールのリンク / ハイライト / 
Amazon『くびれヨガ』で検索🔍 / 楽天市場/ 全国書店さん へ✨

————————————

10代最後の頃、心身はボロボロ、太りやすく
くびれもない体質だった私の人生を変えた、ヨガの習慣。
(before⇨afterの写真も初掲載🤫📸)
講師として活動する中で、当時の私と同じように悩む人に
「自分を救ってくれるこんなツールがあるよ」と伝えたい！
その想いで続けてきて13年、本という形で
幅広い人達に広がることも一つの大きな夢でした。

この『くびれヨガ』は、
私が体づくりをする上で大切にしている3ステップをベースに
短く簡単で、どこから始めても効果的、原因を根本解決するから、
一度くびれを作ったらもうリバウンドしない
ために考えたメソッドです✨
やればやるほど心地よく整った身体に変わり、
内側から強い軸ができるので自分への自信にもなります。

==============

心と身体が変わるくびれヨガ　おすすめポイント👇

✔️ まず１分でOK！ “くびれる呼吸法” 💭
✔️ くびれる 3 STEPS  をたっぷり動画で一緒にできる🎥
✔️ 自分の姿勢、お腹タイプ、呼吸セルフチェックができる✨
✔️ 壁でカンタン “神プランク” で、最短ルートのお腹痩せ🤸
✔️ 家事や仕事の合間にできる、朝・昼・夜のながらヨガ🏠
✔️ ヨガ・トレ・筋膜リリースやマッサージでトータルケア🤲

==============

体験いただいたモニターさんからは、

「体重5キロ減！」「ウェスト15~19cm減！」
「綺麗になったと言われた！」「一生物の知識になった」
「履けなくなったデニムが10年ぶりに履けた！」
「くびれができた！」「反り腰改善して腰痛がなくなった」
「自分を明るくしてくれた」　など…

見た目の変化があっただけでなく
心や習慣など内面にもたくさんの変化が…！🙏
本当に感動しています🥲

みなさんにもぜひ
くびれだけじゃない、心まで整うヨガメソッド
を体験してもらいたいと思っています🌸

今回、大切にしているメソッドはもちろん
みなさんから募集した質問に答えるQ&Aのページや
腸活レシピ🍽️・ライフスタイル☀️
くびれ習慣🛌・くびれマッサージ💆‍♀️など…
たっぷり詰め込んで

皆さんへずっと伝えたかった気持ちを
コラムやあとがきに心を込めて書かせて頂いたので
ぜひ読んでもらえたら嬉しいです☺️

携わってくださったすべての方々に、
この場をお借りして心より感謝申し上げます。
本当にありがとうございます！

⇨ご予約はプロフィールのリンク / ハイライト / 
Amazon『くびれヨガ』で検索🔍 / 全国書店さん へ✨

@diamond.sns 
企画・構成／依田則子さん 
編集担当／ダイヤモンド社　土江英明さん @tucchi2009 
ブックデザイン／鈴木大輔さん、江崎輝海さん
撮影／榊智朗さん
動画編集／メディア・ストリーム
ヘアメイク／甲斐美穂さん @_______kaimih0  日野原遥さん 
スタイリング／大槻麻衣さん @a_.im___ 
衣装協力／ iM  @im.aim.official",39,https://www.instagram.com/p/DTnF3LKksyO/
